Training,1,1.1799951179461046,57.497116493656286,0.8394565990096644,74.5674740484429,resnet_model
Training,2,0.3092285820028999,91.29181084198385,0.742795666581706,80.96885813148789,resnet_model
Training,3,0.1098288125612519,97.86620530565168,0.6496303316793943,81.83391003460207,resnet_model
Training,4,0.043227168985388496,99.59630911188005,0.6184251261384863,82.8719723183391,resnet_model
Training,5,0.027896036580204963,99.7116493656286,0.5995925147282449,84.2560553633218,resnet_model
Training,6,0.01743272657252171,100.0,0.6366262349643206,83.73702422145328,resnet_model
Training,7,0.015504224738106132,99.94232987312571,0.672882907484707,83.21799307958477,resnet_model
Training,8,0.04437395031563938,99.48096885813149,0.7294042267297444,82.8719723183391,resnet_model
Training,9,0.03298492860895666,99.59630911188005,0.739191976032759,83.39100346020761,resnet_model
Training,10,0.01920156350189989,99.88465974625144,0.7306604887309828,82.17993079584775,resnet_model
Training,11,0.03342761725864627,99.30795847750865,0.6883428661446822,82.52595155709342,resnet_model
Training,12,0.057358838346871464,98.73125720876585,0.7868801967093819,82.17993079584775,resnet_model
Training,13,0.10219335355372591,98.03921568627452,0.8947297083704095,80.79584775086505,resnet_model
Training,14,0.1398627624254335,95.50173010380622,0.8933275898820475,82.52595155709342,resnet_model
Training,15,0.054344110377132895,99.30795847750865,0.9212672992756492,79.41176470588235,resnet_model
Training,16,0.09292836573652245,98.21222606689734,0.9643012144063648,76.8166089965398,resnet_model
Training,17,0.030983126349747182,99.30795847750865,0.7879176422169334,83.21799307958477,resnet_model
Training,18,0.012297298181378705,99.76931949250289,0.7003975447855497,84.42906574394463,resnet_model
Training,19,0.006454174030064182,100.0,0.7415885548842581,85.29411764705883,resnet_model
Training,20,0.006251179429025136,99.94232987312571,0.6713257431983948,84.2560553633218,resnet_model
Training,21,0.004609687222083184,99.94232987312571,0.6888220514121809,83.73702422145328,resnet_model
Training,22,0.004136186329097571,100.0,0.6539623917717683,84.60207612456747,resnet_model
Training,23,0.0021012742119968274,100.0,0.6817354387358615,85.29411764705883,resnet_model
Training,24,0.007553761160868982,99.88465974625144,0.6633404171780536,84.42906574394463,resnet_model
Training,25,0.03060571243774823,99.01960784313725,0.7598545386603004,83.21799307958477,resnet_model
